信号,信号类型,开仓时间,平仓时间,开仓价,平仓价,方向,名义资金（U）,投入(允许杠杆),实际涨跌幅,收益（U）,平仓后资金（U）,平仓类型
氐宿,星宿,2019-08-31 00:00:00+08:00,2019-08-31 23:55:00+08:00,9589.1,9595.0,多,13978.1,11182.48,0.06%,-16.6,13961.5,正常平仓
尾宿,星宿,2019-09-03 00:00:00+00:00,2019-09-03 23:55:00+00:00,10340.0,10615.28,多,13978.1,11182.48,2.66%,273.79,14251.89,正常平仓
闭,建星,2019-09-10 00:00:00+08:00,2019-09-10 23:55:00+08:00,10321.26,10175.07,多,14251.89,14251.89,-1.42%,-231.48,14020.42,正常平仓
毕宿,星宿,2019-09-16 00:00:00+08:00,2019-09-16 23:55:00+08:00,10307.12,10117.49,多,14251.89,18527.46,-1.84%,-379.25,13872.65,正常平仓
参宿,星宿,2019-09-18 00:00:00+08:00,2019-09-18 23:55:00+08:00,10201.43,10173.4,多,14251.89,11401.51,-0.27%,-55.21,14196.68,正常平仓
闭,建星,2019-09-22 00:00:00+08:00,2019-09-22 23:55:00+08:00,10038.43,9990.64,多,14251.89,14251.89,-0.48%,-97.66,14154.23,正常平仓
轸宿,星宿,2019-09-25 00:00:00+00:00,2019-09-25 23:55:00+00:00,8497.55,8430.05,多,14251.89,21377.84,-0.79%,-214.43,14037.46,正常平仓
氐宿,星宿,2019-09-28 00:00:00+08:00,2019-09-28 23:55:00+08:00,7978.53,8069.47,多,14251.89,11401.51,1.14%,105.83,14357.72,正常平仓
尾宿,星宿,2019-10-01 00:00:00+00:00,2019-10-01 23:55:00+00:00,8289.97,8292.44,多,14357.72,11486.18,0.03%,-20.69,14337.03,正常平仓
闭,建星,2019-10-04 00:00:00+08:00,2019-10-04 23:55:00+08:00,8108.98,8148.0,多,14357.72,14357.72,0.48%,38.85,14396.57,正常平仓
毕宿,星宿,2019-10-14 00:00:00+08:00,2019-10-14 23:55:00+08:00,8401.88,8251.94,多,14396.57,18715.54,-1.78%,-372.78,14023.79,正常平仓
参宿,星宿,2019-10-16 00:00:00+08:00,2019-10-16 23:55:00+08:00,8318.32,7953.15,多,14396.57,11517.25,-4.39%,-529.02,13867.55,正常平仓
闭,建星,2019-10-17 00:00:00+08:00,2019-10-17 23:55:00+08:00,7953.06,8069.39,多,14396.57,14396.57,1.46%,180.05,14576.61,正常平仓
轸宿,星宿,2019-10-23 00:00:00+00:00,2019-10-23 23:55:00+00:00,8020.06,7466.62,多,14576.61,21864.92,-6.90%,-1552.46,13024.15,正常平仓
氐宿,星宿,2019-10-26 00:00:00+08:00,2019-10-26 09:40:00+08:00,8262.95,10307.96,多,14576.61,11661.29,24.75%,2857.27,17433.88,止盈平仓
闭,建星,2019-10-29 00:00:00+08:00,2019-10-29 23:55:00+08:00,9376.22,9340.06,多,17433.88,17433.88,-0.39%,-103.73,17330.15,正常平仓
尾宿,星宿,2019-10-29 00:00:00+00:00,2019-10-29 23:55:00+00:00,9204.45,9407.62,多,17433.88,13947.11,2.21%,278.12,17712.0,正常平仓
毕宿,星宿,2019-11-11 00:00:00+08:00,2019-11-11 23:55:00+08:00,8800.0,8723.59,多,17712.0,23025.6,-0.87%,-247.96,17464.04,正常平仓
闭,建星,2019-11-11 00:00:00+08:00,2019-11-11 23:55:00+08:00,8800.0,8723.59,多,17712.0,17712.0,-0.87%,-190.74,17521.26,正常平仓
参宿,星宿,2019-11-13 00:00:00+08:00,2019-11-13 23:55:00+08:00,8703.61,8751.18,多,17712.0,14169.6,0.55%,47.59,17759.59,正常平仓
轸宿,星宿,2019-11-20 00:00:00+00:00,2019-11-20 23:55:00+00:00,8133.83,8098.01,多,17759.59,26639.38,-0.44%,-173.06,17586.53,正常平仓
氐宿,星宿,2019-11-23 00:00:00+08:00,2019-11-23 23:55:00+08:00,7125.22,7291.2,多,17759.59,14207.67,2.33%,300.65,18060.23,正常平仓
闭,建星,2019-11-23 00:00:00+08:00,2019-11-23 23:55:00+08:00,7125.22,7291.2,多,18060.23,18060.23,2.33%,382.17,18442.4,正常平仓
尾宿,星宿,2019-11-26 00:00:00+00:00,2019-11-26 23:55:00+00:00,7109.99,7156.14,多,18442.4,14753.92,0.65%,64.65,18507.05,正常平仓
闭,建星,2019-12-05 00:00:00+08:00,2019-12-05 23:55:00+08:00,7466.78,7336.99,多,18507.05,18507.05,-1.74%,-360.06,18147.0,正常平仓
毕宿,星宿,2019-12-09 00:00:00+08:00,2019-12-09 23:55:00+08:00,7546.0,7424.0,多,18507.05,24059.17,-1.62%,-438.89,18068.16,正常平仓
参宿,星宿,2019-12-11 00:00:00+08:00,2019-12-11 23:55:00+08:00,7236.4,7174.0,多,18507.05,14805.64,-0.86%,-158.56,18348.5,正常平仓
闭,建星,2019-12-18 00:00:00+08:00,2019-12-18 23:55:00+08:00,6696.32,6823.49,多,18507.05,18507.05,1.90%,312.09,18819.15,正常平仓
轸宿,星宿,2019-12-18 00:00:00+00:00,2019-12-18 22:55:00+00:00,6623.84,7422.96,多,18819.15,28228.72,12.06%,3341.24,22160.39,止盈平仓
氐宿,星宿,2019-12-21 00:00:00+08:00,2019-12-21 23:55:00+08:00,7155.4,7139.32,多,22160.39,17728.31,-0.22%,-76.99,22083.4,正常平仓
尾宿,星宿,2019-12-24 00:00:00+00:00,2019-12-24 23:55:00+00:00,7317.3,7255.77,多,22160.39,17728.31,-0.84%,-186.06,21974.33,正常平仓
闭,建星,2019-12-30 00:00:00+08:00,2019-12-30 23:55:00+08:00,7395.03,7262.08,多,22160.39,22160.39,-1.80%,-444.32,21716.07,正常平仓
毕宿,星宿,2020-01-06 00:00:00+08:00,2020-01-06 23:55:00+08:00,7467.91,7519.99,多,22160.39,28808.51,0.70%,140.14,22300.53,正常平仓
参宿,星宿,2020-01-08 00:00:00+08:00,2020-01-08 23:55:00+08:00,7764.04,8305.97,多,22300.53,17840.42,6.98%,1205.95,23506.47,正常平仓
闭,建星,2020-01-12 00:00:00+08:00,2020-01-12 23:55:00+08:00,8099.16,8152.7,多,23506.47,23506.47,0.66%,105.82,23612.29,正常平仓
轸宿,星宿,2020-01-15 00:00:00+00:00,2020-01-15 23:55:00+00:00,8814.64,8821.41,多,23612.29,35418.44,0.08%,-47.18,23565.11,正常平仓
氐宿,星宿,2020-01-18 00:00:00+08:00,2020-01-18 23:55:00+08:00,8851.39,8903.26,多,23612.29,18889.83,0.59%,70.88,23683.17,正常平仓
尾宿,星宿,2020-01-21 00:00:00+00:00,2020-01-21 23:55:00+00:00,8642.35,8736.03,多,23683.17,18946.54,1.08%,165.3,23848.47,正常平仓
闭,建星,2020-01-24 00:00:00+08:00,2020-01-24 23:55:00+08:00,8357.81,8506.44,多,23848.47,23848.47,1.78%,373.41,24221.88,正常平仓
毕宿,星宿,2020-02-03 00:00:00+08:00,2020-02-03 23:55:00+08:00,9446.8,9270.0,多,24221.88,31488.45,-1.87%,-654.53,23567.35,正常平仓
参宿,星宿,2020-02-05 00:00:00+08:00,2020-02-05 23:55:00+08:00,9207.02,9485.08,多,24221.88,19377.51,3.02%,543.67,24765.55,正常平仓
闭,建星,2020-02-06 00:00:00+08:00,2020-02-06 23:55:00+08:00,9484.22,9786.88,多,24765.55,24765.55,3.19%,737.15,25502.7,正常平仓
轸宿,星宿,2020-02-12 00:00:00+00:00,2020-02-12 23:55:00+00:00,10223.08,10326.46,多,25502.7,38254.05,1.01%,305.97,25808.66,正常平仓
氐宿,星宿,2020-02-15 00:00:00+08:00,2020-02-15 23:55:00+08:00,10249.94,9983.18,多,25808.66,20646.93,-2.60%,-579.88,25228.78,正常平仓
闭,建星,2020-02-18 00:00:00+08:00,2020-02-18 23:55:00+08:00,9635.27,9830.68,多,25808.66,25808.66,2.03%,468.46,26277.12,正常平仓
尾宿,星宿,2020-02-18 00:00:00+00:00,2020-02-18 21:05:00+00:00,9706.0,10210.72,多,26277.12,21021.7,5.20%,1047.38,27324.51,止盈平仓
闭,建星,2020-03-01 00:00:00+08:00,2020-03-01 23:55:00+08:00,8650.0,8557.8,多,27324.51,27324.51,-1.07%,-348.17,26976.34,正常平仓
毕宿,星宿,2020-03-02 00:00:00+08:00,2020-03-02 23:55:00+08:00,8557.8,8829.21,多,27324.51,35521.86,3.17%,1050.32,28374.83,正常平仓
参宿,星宿,2020-03-04 00:00:00+08:00,2020-03-04 23:55:00+08:00,8753.01,8700.0,多,28374.83,22699.87,-0.61%,-184.92,28189.92,正常平仓
轸宿,星宿,2020-03-11 00:00:00+00:00,2020-03-11 23:55:00+00:00,7894.57,7934.52,多,28374.83,42562.25,0.51%,125.72,28500.55,正常平仓
氐宿,星宿,2020-03-14 00:00:00+08:00,2020-03-14 23:55:00+08:00,5207.63,5311.38,多,28500.55,22800.44,1.99%,405.71,28906.26,正常平仓
闭,建星,2020-03-14 00:00:00+08:00,2020-03-14 07:00:00+08:00,5207.63,5659.35,多,28906.26,28906.26,8.67%,2442.95,31349.21,止盈平仓
尾宿,星宿,2020-03-17 00:00:00+00:00,2020-03-17 01:30:00+00:00,5028.86,5341.65,多,31349.21,25079.37,6.22%,1504.93,32854.15,止盈平仓
闭,建星,2020-03-26 00:00:00+08:00,2020-03-26 23:55:00+08:00,6617.19,6617.04,多,32854.15,32854.15,-0.00%,-69.7,32784.44,正常平仓
毕宿,星宿,2020-03-30 00:00:00+08:00,2020-03-30 23:55:00+08:00,6129.91,6343.58,多,32854.15,42710.39,3.49%,1396.87,34251.02,正常平仓
参宿,星宿,2020-04-01 00:00:00+08:00,2020-04-01 23:55:00+08:00,6454.12,6230.09,多,34251.02,27400.82,-3.47%,-1007.2,33243.82,正常平仓
闭,建星,2020-04-08 00:00:00+08:00,2020-04-08 23:55:00+08:00,7318.3,7276.83,多,34251.02,34251.02,-0.57%,-265.69,33985.33,正常平仓
轸宿,星宿,2020-04-08 00:00:00+00:00,2020-04-08 23:55:00+00:00,7197.32,7361.28,多,34251.02,51376.53,2.28%,1060.8,35311.82,正常平仓
氐宿,星宿,2020-04-11 00:00:00+08:00,2020-04-11 23:55:00+08:00,6766.76,6831.28,多,35311.82,28249.45,0.95%,209.65,35521.47,正常平仓
尾宿,星宿,2020-04-14 00:00:00+00:00,2020-04-14 23:55:00+00:00,6838.04,6868.7,多,35521.47,28417.18,0.45%,67.58,35589.05,正常平仓
闭,建星,2020-04-20 00:00:00+08:00,2020-04-20 23:55:00+08:00,7097.34,7071.4,多,35589.05,35589.05,-0.37%,-204.58,35384.47,正常平仓
毕宿,星宿,2020-04-27 00:00:00+08:00,2020-04-27 23:55:00+08:00,7545.01,7675.58,多,35589.05,46265.76,1.73%,702.34,36291.39,正常平仓
参宿,星宿,2020-04-29 00:00:00+08:00,2020-04-29 23:55:00+08:00,7717.12,8357.06,多,36291.39,29033.11,8.29%,2343.01,38634.4,正常平仓
闭,建星,2020-05-02 00:00:00+08:00,2020-05-02 23:55:00+08:00,8726.88,8936.41,多,38634.4,38634.4,2.40%,845.12,39479.52,正常平仓
轸宿,星宿,2020-05-06 00:00:00+00:00,2020-05-06 23:55:00+00:00,9021.36,9142.92,多,39479.52,59219.28,1.35%,672.46,40151.98,正常平仓
氐宿,星宿,2020-05-09 00:00:00+08:00,2020-05-09 23:55:00+08:00,9942.07,9688.62,多,40151.98,32121.59,-2.55%,-885.06,39266.92,正常平仓
尾宿,星宿,2020-05-12 00:00:00+00:00,2020-05-12 23:55:00+00:00,8562.04,8810.79,多,40151.98,32121.59,2.91%,864.4,41016.38,正常平仓
闭,建星,2020-05-15 00:00:00+08:00,2020-05-15 23:55:00+08:00,9748.99,9475.53,多,41016.38,41016.38,-2.81%,-1234.88,39781.5,正常平仓
毕宿,星宿,2020-05-25 00:00:00+08:00,2020-05-25 23:55:00+08:00,9055.6,8782.44,多,41016.38,53321.29,-3.02%,-1717.93,39298.44,正常平仓
参宿,星宿,2020-05-27 00:00:00+08:00,2020-05-27 23:55:00+08:00,8726.6,9148.0,多,41016.38,32813.1,4.83%,1513.27,42529.64,正常平仓
闭,建星,2020-05-27 00:00:00+08:00,2020-05-27 23:55:00+08:00,8726.6,9148.0,多,42529.64,42529.64,4.83%,1961.37,44491.02,正常平仓
轸宿,星宿,2020-06-03 00:00:00+00:00,2020-06-03 23:55:00+00:00,9518.02,9666.24,多,44491.02,66736.52,1.56%,897.62,45388.64,正常平仓
氐宿,星宿,2020-06-06 00:00:00+08:00,2020-06-06 23:55:00+08:00,9711.76,9651.67,多,45388.64,36310.91,-0.62%,-300.55,45088.09,正常平仓
闭,建星,2020-06-09 00:00:00+08:00,2020-06-09 23:55:00+08:00,9706.3,9719.89,多,45388.64,45388.64,0.14%,-31.82,45356.82,正常平仓
尾宿,星宿,2020-06-09 00:00:00+00:00,2020-06-09 23:55:00+00:00,9782.0,9772.43,多,45388.64,36310.91,-0.10%,-111.69,45276.95,正常平仓
闭,建星,2020-06-21 00:00:00+08:00,2020-06-21 23:55:00+08:00,9258.82,9373.33,多,45388.64,45388.64,1.24%,465.24,45853.88,正常平仓
毕宿,星宿,2020-06-22 00:00:00+08:00,2020-06-22 23:55:00+08:00,9373.33,9492.26,多,45853.88,59610.04,1.27%,630.08,46483.96,正常平仓
参宿,星宿,2020-06-24 00:00:00+08:00,2020-06-24 23:55:00+08:00,9691.99,9249.93,多,46483.96,37187.17,-4.56%,-1771.65,44712.31,正常平仓
轸宿,星宿,2020-07-01 00:00:00+00:00,2020-07-01 23:55:00+00:00,9138.08,9232.0,多,46483.96,69725.94,1.03%,569.21,47053.17,正常平仓
闭,建星,2020-07-03 00:00:00+08:00,2020-07-03 23:55:00+08:00,9048.92,9100.39,多,47053.17,47053.17,0.57%,168.47,47221.64,正常平仓
氐宿,星宿,2020-07-04 00:00:00+08:00,2020-07-04 23:55:00+08:00,9100.38,9066.01,多,47221.64,37777.31,-0.38%,-221.76,46999.88,正常平仓
尾宿,星宿,2020-07-07 00:00:00+00:00,2020-07-07 23:55:00+00:00,9342.47,9257.39,多,47221.64,37777.31,-0.91%,-422.81,46798.83,正常平仓
闭,建星,2020-07-16 00:00:00+08:00,2020-07-16 23:55:00+08:00,9204.98,9125.26,多,47221.64,47221.64,-0.87%,-507.47,46714.17,正常平仓
毕宿,星宿,2020-07-20 00:00:00+08:00,2020-07-20 23:55:00+08:00,9120.59,9173.75,多,47221.64,61388.13,0.58%,228.41,47450.05,正常平仓
参宿,星宿,2020-07-22 00:00:00+08:00,2020-07-22 23:55:00+08:00,9337.99,9338.14,多,47450.05,37960.04,0.00%,-79.07,47370.98,正常平仓
闭,建星,2020-07-28 00:00:00+08:00,2020-07-28 06:00:00+08:00,10299.99,11169.99,多,47450.05,47450.05,8.45%,3902.32,51352.37,止盈平仓
轸宿,星宿,2020-07-29 00:00:00+00:00,2020-07-29 23:55:00+00:00,10906.27,11100.53,多,51352.37,77028.55,1.78%,1208.28,52560.64,正常平仓
氐宿,星宿,2020-08-01 00:00:00+08:00,2020-08-01 23:55:00+08:00,11346.89,11632.89,多,52560.64,42048.51,2.52%,969.99,53530.63,正常平仓
尾宿,星宿,2020-08-04 00:00:00+00:00,2020-08-04 23:55:00+00:00,11219.68,11191.97,多,53530.63,42824.51,-0.25%,-195.5,53335.14,正常平仓
闭,建星,2020-08-10 00:00:00+08:00,2020-08-10 23:55:00+08:00,11567.42,11920.67,多,53530.63,53530.63,3.05%,1519.93,55050.56,正常平仓
毕宿,星宿,2020-08-17 00:00:00+08:00,2020-08-17 23:55:00+08:00,11859.91,12421.55,多,55050.56,71565.73,4.74%,3233.78,58284.34,正常平仓
参宿,星宿,2020-08-19 00:00:00+08:00,2020-08-19 23:55:00+08:00,11934.41,11726.5,多,58284.34,46627.47,-1.74%,-908.95,57375.39,正常平仓
闭,建星,2020-08-22 00:00:00+08:00,2020-08-22 23:55:00+08:00,11720.01,11583.1,多,58284.34,58284.34,-1.17%,-802.18,57482.16,正常平仓
轸宿,星宿,2020-08-26 00:00:00+00:00,2020-08-26 23:55:00+00:00,11318.42,11461.43,多,58284.34,87426.51,1.26%,919.48,59203.83,正常平仓
氐宿,星宿,2020-08-29 00:00:00+08:00,2020-08-29 23:55:00+08:00,11529.3,11500.99,多,59203.83,47363.06,-0.25%,-215.54,58988.29,正常平仓
尾宿,星宿,2020-09-01 00:00:00+00:00,2020-09-01 23:55:00+00:00,11649.51,11921.97,多,59203.83,47363.06,2.34%,1006.66,60210.48,正常平仓
闭,建星,2020-09-03 00:00:00+08:00,2020-09-03 23:55:00+08:00,11329.66,10670.28,多,60210.48,60210.48,-5.82%,-3625.35,56585.14,正常平仓
毕宿,星宿,2020-09-14 00:00:00+08:00,2020-09-14 23:55:00+08:00,10280.15,10698.03,多,60210.48,78273.63,4.06%,3012.7,63223.18,正常平仓
参宿,星宿,2020-09-16 00:00:00+08:00,2020-09-16 23:55:00+08:00,10785.23,11004.99,多,63223.18,50578.54,2.04%,922.88,64146.06,正常平仓
闭,建星,2020-09-16 00:00:00+08:00,2020-09-16 23:55:00+08:00,10785.23,11004.99,多,64146.06,64146.06,2.04%,1170.44,65316.5,正常平仓
轸宿,星宿,2020-09-23 00:00:00+00:00,2020-09-23 23:55:00+00:00,10529.61,10241.46,多,65316.5,97974.75,-2.74%,-2882.78,62433.72,正常平仓
氐宿,星宿,2020-09-26 00:00:00+08:00,2020-09-26 23:55:00+08:00,10647.62,10721.0,多,65316.5,52253.2,0.69%,249.89,65566.39,正常平仓
闭,建星,2020-09-28 00:00:00+08:00,2020-09-28 23:55:00+08:00,10754.82,10901.9,多,65566.39,65566.39,1.37%,757.7,66324.09,正常平仓
尾宿,星宿,2020-09-29 00:00:00+00:00,2020-09-29 23:55:00+00:00,10696.11,10840.48,多,66324.09,53059.27,1.35%,603.72,66927.81,正常平仓
闭,建星,2020-10-11 00:00:00+08:00,2020-10-11 23:55:00+08:00,11349.2,11405.47,多,66927.81,66927.81,0.50%,190.85,67118.66,正常平仓
毕宿,星宿,2020-10-12 00:00:00+08:00,2020-10-12 23:55:00+08:00,11405.46,11549.38,多,67118.66,87254.26,1.26%,916.22,68034.89,正常平仓
参宿,星宿,2020-10-14 00:00:00+08:00,2020-10-14 23:55:00+08:00,11385.15,11320.76,多,68034.89,54427.91,-0.57%,-421.61,67613.28,正常平仓
轸宿,星宿,2020-10-21 00:00:00+00:00,2020-10-21 22:55:00+00:00,11910.0,13198.5,多,68034.89,102052.33,10.82%,10809.92,78844.8,止盈平仓
闭,建星,2020-10-23 00:00:00+08:00,2020-10-23 23:55:00+08:00,12930.0,12921.09,多,78844.8,78844.8,-0.07%,-219.75,78625.06,正常平仓
氐宿,星宿,2020-10-24 00:00:00+08:00,2020-10-24 23:55:00+08:00,12921.1,13100.0,多,78844.8,63075.84,1.38%,739.62,79584.42,正常平仓
尾宿,星宿,2020-10-27 00:00:00+00:00,2020-10-27 23:05:00+00:00,13052.15,13777.21,多,79584.42,63667.53,5.56%,3397.86,82982.27,止盈平仓
闭,建星,2020-11-04 00:00:00+08:00,2020-11-04 23:55:00+08:00,13710.39,13911.47,多,82982.27,82982.27,1.47%,1041.03,84023.31,正常平仓
毕宿,星宿,2020-11-09 00:00:00+08:00,2020-11-09 23:55:00+08:00,15353.49,15000.96,多,84023.31,109230.3,-2.30%,-2733.54,81289.77,正常平仓
参宿,星宿,2020-11-11 00:00:00+08:00,2020-11-11 23:55:00+08:00,15167.12,15667.27,多,84023.31,67218.65,3.30%,2072.18,86095.49,正常平仓
闭,建星,2020-11-17 00:00:00+08:00,2020-11-17 23:55:00+08:00,16450.0,17322.19,多,86095.49,86095.49,5.30%,4377.28,90472.77,正常平仓
轸宿,星宿,2020-11-18 00:00:00+00:00,2020-11-18 23:55:00+00:00,17659.38,17776.12,多,90472.77,135709.16,0.66%,610.93,91083.7,正常平仓
氐宿,星宿,2020-11-21 00:00:00+08:00,2020-11-21 23:55:00+08:00,18668.56,18790.01,多,91083.7,72866.96,0.65%,320.38,91404.08,正常平仓
尾宿,星宿,2020-11-24 00:00:00+00:00,2020-11-24 15:00:00+00:00,18368.01,19394.47,多,91404.08,73123.27,5.59%,3926.74,95330.82,止盈平仓
闭,建星,2020-11-29 00:00:00+08:00,2020-11-29 23:55:00+08:00,17517.04,18119.97,多,95330.82,95330.82,3.44%,3076.23,98407.06,正常平仓
毕宿,星宿,2020-12-07 00:00:00+08:00,2020-12-07 23:55:00+08:00,19125.84,19213.9,多,98407.06,127929.17,0.46%,319.61,98726.67,正常平仓
参宿,星宿,2020-12-09 00:00:00+08:00,2020-12-09 23:55:00+08:00,18809.91,18349.5,多,98726.67,78981.33,-2.45%,-2096.11,96630.56,正常平仓
闭,建星,2020-12-12 00:00:00+08:00,2020-12-12 23:55:00+08:00,18104.74,18399.01,多,98726.67,98726.67,1.63%,1395.05,100121.71,正常平仓
轸宿,星宿,2020-12-16 00:00:00+00:00,2020-12-16 23:15:00+00:00,19426.43,21262.05,多,100121.71,150182.57,9.45%,13854.37,113976.09,止盈平仓
氐宿,星宿,2020-12-19 00:00:00+08:00,2020-12-19 23:55:00+08:00,22549.0,23552.01,多,113976.09,91180.87,4.45%,3858.38,117834.47,正常平仓
尾宿,星宿,2020-12-22 00:00:00+00:00,2020-12-22 23:55:00+00:00,22719.88,23810.79,多,117834.47,94267.57,4.80%,4321.67,122156.13,正常平仓
闭,建星,2020-12-24 00:00:00+08:00,2020-12-24 23:55:00+08:00,23449.66,23232.12,多,122156.13,122156.13,-0.93%,-1387.94,120768.2,正常平仓
毕宿,星宿,2021-01-04 00:00:00+08:00,2021-01-04 17:30:00+08:00,33505.15,31172.18,多,122156.13,158802.98,-6.96%,-11374.23,110781.9,止损平仓
参宿,星宿,2021-01-06 00:00:00+08:00,2021-01-06 23:55:00+08:00,32099.97,34566.19,多,122156.13,97724.91,7.68%,7291.76,129447.9,正常平仓
闭,建星,2021-01-06 00:00:00+08:00,2021-01-06 12:20:00+08:00,32099.97,35150.0,多,129447.9,129447.9,9.50%,12009.55,141457.45,止盈平仓
轸宿,星宿,2021-01-13 00:00:00+00:00,2021-01-13 22:00:00+00:00,34049.15,37612.9,多,141457.45,212186.17,10.47%,21729.77,163187.22,止盈平仓
氐宿,星宿,2021-01-16 00:00:00+08:00,2021-01-16 23:55:00+08:00,35610.79,37461.99,多,163187.22,130549.77,5.20%,6502.33,169689.55,正常平仓
闭,建星,2021-01-18 00:00:00+08:00,2021-01-18 23:55:00+08:00,35728.47,36405.98,多,169689.55,169689.55,1.90%,2856.78,172546.33,正常平仓
尾宿,星宿,2021-01-19 00:00:00+00:00,2021-01-19 23:55:00+00:00,36622.46,35891.49,多,172546.33,138037.06,-2.00%,-3040.78,169505.55,正常平仓
闭,建星,2021-01-30 00:00:00+08:00,2021-01-30 23:55:00+08:00,37129.4,34210.2,多,172546.33,172546.33,-7.86%,-13907.83,158638.5,正常平仓
毕宿,星宿,2021-02-01 00:00:00+08:00,2021-02-01 23:55:00+08:00,32862.65,33160.17,多,172546.33,224310.23,0.91%,1556.91,174103.24,正常平仓
参宿,星宿,2021-02-03 00:00:00+08:00,2021-02-03 23:55:00+08:00,34708.47,36850.0,多,174103.24,139282.59,6.17%,8288.57,182391.81,正常平仓
轸宿,星宿,2021-02-10 00:00:00+00:00,2021-02-10 23:55:00+00:00,46420.42,44807.58,多,182391.81,273587.71,-3.47%,-10065.6,172326.21,正常平仓
闭,建星,2021-02-12 00:00:00+08:00,2021-02-12 23:55:00+08:00,47960.86,47021.05,多,182391.81,182391.81,-1.96%,-3951.51,178440.29,正常平仓
氐宿,星宿,2021-02-13 00:00:00+08:00,2021-02-13 23:55:00+08:00,47021.05,47076.01,多,182391.81,145913.45,0.12%,-135.98,182255.83,正常平仓
尾宿,星宿,2021-02-16 00:00:00+00:00,2021-02-16 12:30:00+00:00,47911.1,50221.4,多,182391.81,145913.45,4.82%,6719.21,189111.02,止盈平仓
闭,建星,2021-02-24 00:00:00+08:00,2021-02-24 23:55:00+08:00,48602.02,49819.5,多,189111.02,189111.02,2.50%,4333.18,193444.2,正常平仓
毕宿,星宿,2021-03-01 00:00:00+08:00,2021-03-01 23:55:00+08:00,43391.14,49188.0,多,193444.2,251477.46,13.36%,33018.04,226462.24,正常平仓
参宿,星宿,2021-03-03 00:00:00+08:00,2021-03-03 23:55:00+08:00,48676.09,50767.36,多,226462.24,181169.79,4.30%,7391.65,233853.89,正常平仓
闭,建星,2021-03-09 00:00:00+08:00,2021-03-09 23:55:00+08:00,51055.0,54097.02,多,233853.89,233853.89,5.96%,13422.02,247275.9,正常平仓
轸宿,星宿,2021-03-10 00:00:00+00:00,2021-03-10 23:55:00+00:00,54874.67,55851.59,多,247275.9,370913.86,1.78%,5814.84,253090.74,正常平仓
氐宿,星宿,2021-03-13 00:00:00+08:00,2021-03-13 23:55:00+08:00,56956.96,59692.99,多,253090.74,202472.6,4.80%,9286.57,262377.31,正常平仓
尾宿,星宿,2021-03-16 00:00:00+00:00,2021-03-16 23:55:00+00:00,55605.2,56900.75,多,262377.31,209901.85,2.33%,4442.6,266819.91,正常平仓
闭,建星,2021-03-21 00:00:00+08:00,2021-03-21 23:55:00+08:00,59244.51,57159.04,多,266819.91,266819.91,-3.52%,-9938.32,256881.59,正常平仓
毕宿,星宿,2021-03-29 00:00:00+08:00,2021-03-29 23:55:00+08:00,56356.98,57719.74,多,266819.91,346865.89,2.42%,7646.87,274466.78,正常平仓
参宿,星宿,2021-03-31 00:00:00+08:00,2021-03-31 23:55:00+08:00,58526.43,59304.75,多,274466.78,219573.43,1.33%,2454.76,276921.54,正常平仓
闭,建星,2021-04-02 00:00:00+08:00,2021-04-02 23:55:00+08:00,58974.66,59480.06,多,276921.54,276921.54,0.86%,1788.34,278709.88,正常平仓
