信号,信号类型,开仓时间,平仓时间,开仓价,平仓价,方向,名义资金（U）,投入(允许杠杆),实际涨跌幅,收益（U）,平仓后资金（U）,平仓类型
尾宿,星宿,2024-04-09 00:00:00+00:00,2024-04-09 23:55:00+00:00,71620.0,69146.0,多,18840200.55,15072160.44,-3.45%,-551500.05,18288700.5,正常平仓
闭,建星,2024-04-11 00:00:00+08:00,2024-04-11 23:55:00+08:00,68657.31,70000.0,多,18840200.55,18840200.55,1.96%,328348.66,19168549.2,正常平仓
毕宿,星宿,2024-04-22 00:00:00+08:00,2024-04-22 23:55:00+08:00,65043.7,65994.38,多,19168549.2,24919113.96,1.46%,311367.06,19479916.27,正常平仓
闭,建星,2024-04-23 00:00:00+08:00,2024-04-23 23:55:00+08:00,65994.39,66419.56,多,19479916.27,19479916.27,0.64%,84423.22,19564339.49,正常平仓
参宿,星宿,2024-04-24 00:00:00+08:00,2024-04-24 23:55:00+08:00,66419.56,64610.11,多,19564339.49,15651471.59,-2.72%,-458602.07,19105737.41,正常平仓
轸宿,星宿,2024-05-01 00:00:00+00:00,2024-05-01 23:55:00+00:00,60672.01,58364.97,多,19564339.49,29346509.23,-3.80%,-1175820.25,18388519.24,正常平仓
氐宿,星宿,2024-05-04 00:00:00+08:00,2024-05-04 23:55:00+08:00,61690.74,63609.17,多,19564339.49,15651471.59,3.11%,453140.16,20017479.64,正常平仓
闭,建星,2024-05-06 00:00:00+08:00,2024-05-06 23:55:00+08:00,64428.64,63632.01,多,20017479.64,20017479.64,-1.24%,-289152.46,19728327.18,正常平仓
尾宿,星宿,2024-05-07 00:00:00+00:00,2024-05-07 23:55:00+00:00,63165.18,62312.08,多,20017479.64,16013983.71,-1.35%,-249571.75,19767907.89,正常平仓
闭,建星,2024-05-18 00:00:00+08:00,2024-05-18 23:55:00+08:00,67195.09,66823.63,多,20017479.64,20017479.64,-0.55%,-152509.1,19864970.54,正常平仓
毕宿,星宿,2024-05-20 00:00:00+08:00,2024-05-20 23:55:00+08:00,66889.88,67419.99,多,20017479.64,26022723.53,0.79%,151302.23,20168781.87,正常平仓
参宿,星宿,2024-05-22 00:00:00+08:00,2024-05-22 23:55:00+08:00,69827.0,70455.9,多,20168781.87,16135025.49,0.90%,111235.57,20280017.43,正常平仓
轸宿,星宿,2024-05-29 00:00:00+00:00,2024-05-29 23:55:00+00:00,68398.4,67652.42,多,20280017.43,30420026.15,-1.09%,-395127.16,19884890.28,正常平仓
闭,建星,2024-05-30 00:00:00+08:00,2024-05-30 23:55:00+08:00,67379.13,68530.76,多,20280017.43,20280017.43,1.71%,303534.46,20583551.9,正常平仓
氐宿,星宿,2024-06-01 00:00:00+08:00,2024-06-01 23:55:00+08:00,67215.58,67691.28,多,20583551.9,16466841.52,0.71%,81800.99,20665352.89,正常平仓
尾宿,星宿,2024-06-04 00:00:00+00:00,2024-06-04 23:55:00+00:00,68809.89,70537.84,多,20665352.89,16532282.31,2.51%,379834.13,21045187.02,正常平仓
闭,建星,2024-06-12 00:00:00+08:00,2024-06-12 23:55:00+08:00,66244.48,69734.0,多,21045187.02,21045187.02,5.27%,1062748.83,22107935.86,正常平仓
毕宿,星宿,2024-06-17 00:00:00+08:00,2024-06-17 23:55:00+08:00,66712.8,65368.0,多,22107935.86,28740316.61,-2.02%,-638806.25,21469129.6,正常平仓
参宿,星宿,2024-06-19 00:00:00+08:00,2024-06-19 23:55:00+08:00,64705.99,64922.0,多,22107935.86,17686348.69,0.33%,21830.72,22129766.58,正常平仓
闭,建星,2024-06-24 00:00:00+08:00,2024-06-24 23:55:00+08:00,64094.01,60843.99,多,22129766.58,22129766.58,-5.07%,-1166904.12,20962862.46,正常平仓
轸宿,星宿,2024-06-26 00:00:00+00:00,2024-06-26 23:55:00+00:00,61806.01,60864.99,多,22129766.58,33194649.87,-1.52%,-574319.15,21555447.43,正常平仓
氐宿,星宿,2024-06-29 00:00:00+08:00,2024-06-29 23:55:00+08:00,61062.0,61106.0,多,22129766.58,17703813.26,0.07%,-24422.44,22105344.14,正常平仓
尾宿,星宿,2024-07-02 00:00:00+00:00,2024-07-02 23:55:00+00:00,62900.0,62135.47,多,22129766.58,17703813.26,-1.22%,-252022.11,21877744.47,正常平仓
闭,建星,2024-07-07 00:00:00+08:00,2024-07-07 23:55:00+08:00,57317.99,56825.42,多,22129766.58,22129766.58,-0.86%,-236340.5,21893426.08,正常平仓
毕宿,星宿,2024-07-15 00:00:00+08:00,2024-07-15 23:55:00+08:00,60084.0,63026.0,多,22129766.58,28768696.55,4.90%,1346155.89,23475922.47,正常平仓
参宿,星宿,2024-07-17 00:00:00+08:00,2024-07-17 23:55:00+08:00,64878.24,64724.01,多,23475922.47,18780737.98,-0.24%,-83999.84,23391922.63,正常平仓
闭,建星,2024-07-19 00:00:00+08:00,2024-07-19 23:55:00+08:00,63538.12,65836.77,多,23475922.47,23475922.47,3.62%,798750.99,24274673.46,正常平仓
轸宿,星宿,2024-07-24 00:00:00+00:00,2024-07-24 23:55:00+00:00,65936.0,65376.0,多,24274673.46,36412010.19,-0.85%,-385215.53,23889457.93,正常平仓
氐宿,星宿,2024-07-27 00:00:00+08:00,2024-07-27 23:55:00+08:00,67560.0,68844.0,多,24274673.46,19419738.77,1.90%,327763.23,24602436.69,正常平仓
尾宿,星宿,2024-07-30 00:00:00+00:00,2024-07-30 23:55:00+00:00,66784.68,66188.0,多,24602436.69,19681949.35,-0.89%,-216894.93,24385541.76,正常平仓
闭,建星,2024-07-31 00:00:00+08:00,2024-07-31 23:55:00+08:00,66216.01,66379.99,多,24602436.69,24602436.69,0.25%,9194.61,24611631.3,正常平仓
毕宿,星宿,2024-08-12 00:00:00+08:00,2024-08-12 23:55:00+08:00,60127.29,60207.37,多,24611631.3,31995120.69,0.13%,-24609.23,24587022.07,正常平仓
闭,建星,2024-08-13 00:00:00+08:00,2024-08-13 23:55:00+08:00,60207.38,59472.26,多,24611631.3,24611631.3,-1.22%,-351712.44,24259918.86,正常平仓
参宿,星宿,2024-08-14 00:00:00+08:00,2024-08-14 23:55:00+08:00,59472.25,59435.69,多,24611631.3,19689305.04,-0.06%,-53413.53,24558217.77,正常平仓
轸宿,星宿,2024-08-21 00:00:00+00:00,2024-08-21 23:55:00+00:00,59013.8,61156.03,多,24611631.3,36917446.95,3.63%,1260622.92,25872254.22,正常平仓
氐宿,星宿,2024-08-24 00:00:00+08:00,2024-08-24 23:55:00+08:00,61533.04,63976.0,多,25872254.22,20697803.38,3.97%,777059.38,26649313.6,正常平仓
闭,建星,2024-08-25 00:00:00+08:00,2024-08-25 23:55:00+08:00,63976.0,64132.16,多,26649313.6,26649313.6,0.24%,9014.29,26658327.89,正常平仓
尾宿,星宿,2024-08-27 00:00:00+00:00,2024-08-27 23:55:00+00:00,62834.0,59415.0,多,26658327.89,21326662.31,-5.44%,-1203477.43,25454850.45,正常平仓
闭,建星,2024-09-06 00:00:00+08:00,2024-09-06 23:55:00+08:00,55976.01,54045.01,多,26658327.89,26658327.89,-3.45%,-974207.55,25684120.34,正常平仓
毕宿,星宿,2024-09-09 00:00:00+08:00,2024-09-09 23:55:00+08:00,53686.99,55386.0,多,26658327.89,34655826.25,3.16%,1022352.01,27680679.9,正常平仓
参宿,星宿,2024-09-11 00:00:00+08:00,2024-09-11 23:55:00+08:00,56596.01,56701.23,多,27680679.9,22144543.92,0.19%,-5373.28,27675306.62,正常平仓
轸宿,星宿,2024-09-18 00:00:00+00:00,2024-09-18 23:55:00+00:00,60313.99,61759.99,多,27680679.9,41521019.85,2.40%,906802.42,28587482.32,正常平仓
闭,建星,2024-09-19 00:00:00+08:00,2024-09-19 23:55:00+08:00,59429.19,63154.04,多,28587482.32,28587482.32,6.27%,1729089.81,30316572.13,正常平仓
氐宿,星宿,2024-09-21 00:00:00+08:00,2024-09-21 23:55:00+08:00,63153.99,63167.98,多,30316572.13,24253257.71,0.02%,-45543.02,30271029.11,正常平仓
尾宿,星宿,2024-09-24 00:00:00+00:00,2024-09-24 23:55:00+00:00,63339.99,64262.7,多,30316572.13,24253257.71,1.46%,301873.92,30618446.05,正常平仓
闭,建星,2024-10-01 00:00:00+08:00,2024-10-01 23:55:00+08:00,63561.42,62628.85,多,30618446.05,30618446.05,-1.47%,-512827.06,30105618.99,正常平仓
毕宿,星宿,2024-10-07 00:00:00+08:00,2024-10-07 23:55:00+08:00,62720.01,63651.6,多,30618446.05,39803979.86,1.49%,506779.86,31125225.91,正常平仓
参宿,星宿,2024-10-09 00:00:00+08:00,2024-10-09 23:55:00+08:00,62288.01,62316.0,多,31125225.91,24900180.73,0.04%,-41093.02,31084132.89,正常平仓
闭,建星,2024-10-14 00:00:00+08:00,2024-10-14 23:55:00+08:00,62229.32,65870.0,多,31125225.91,31125225.91,5.85%,1752896.67,32878122.58,正常平仓
轸宿,星宿,2024-10-16 00:00:00+00:00,2024-10-16 23:55:00+00:00,67074.14,67620.01,多,32878122.58,49317183.86,0.81%,297239.99,33175362.57,正常平仓
氐宿,星宿,2024-10-19 00:00:00+08:00,2024-10-19 23:55:00+08:00,68735.34,68226.93,多,33175362.57,26540290.06,-0.74%,-251722.57,32923640.0,正常平仓
尾宿,星宿,2024-10-22 00:00:00+00:00,2024-10-22 23:55:00+00:00,67377.5,67426.0,多,33175362.57,26540290.06,0.07%,-36632.36,33138730.21,正常平仓
闭,建星,2024-10-26 00:00:00+08:00,2024-10-26 23:55:00+08:00,67690.01,66886.49,多,33175362.57,33175362.57,-1.19%,-462855.73,32712506.84,正常平仓
毕宿,星宿,2024-11-04 00:00:00+08:00,2024-11-04 23:55:00+08:00,68090.91,68646.01,多,33175362.57,43127971.34,0.82%,260541.06,33435903.63,正常平仓
参宿,星宿,2024-11-06 00:00:00+08:00,2024-11-06 23:55:00+08:00,69640.0,74298.0,多,33435903.63,26748722.9,6.69%,1730310.23,35166213.85,正常平仓
闭,建星,2024-11-08 00:00:00+08:00,2024-11-08 23:55:00+08:00,76059.68,76427.72,多,35166213.85,35166213.85,0.48%,96094.42,35262308.27,正常平仓
轸宿,星宿,2024-11-13 00:00:00+00:00,2024-11-13 23:55:00+00:00,87952.0,90375.2,多,35262308.27,52893462.4,2.76%,1344080.62,36606388.89,正常平仓
氐宿,星宿,2024-11-16 00:00:00+08:00,2024-11-16 23:55:00+08:00,88445.4,90521.2,多,36606388.89,29285111.11,2.35%,624817.32,37231206.21,正常平仓
尾宿,星宿,2024-11-19 00:00:00+00:00,2024-11-19 23:55:00+00:00,90464.07,92310.79,多,37231206.21,29784964.97,2.04%,544595.73,37775801.95,正常平仓
闭,建星,2024-11-20 00:00:00+08:00,2024-11-20 23:55:00+08:00,92391.99,94739.97,多,37775801.95,37775801.95,2.54%,879275.12,38655077.07,正常平仓
毕宿,星宿,2024-12-02 00:00:00+08:00,2024-12-02 23:55:00+08:00,97028.02,97048.0,多,38655077.07,50251600.19,0.02%,-95145.84,38559931.23,正常平仓
闭,建星,2024-12-02 00:00:00+08:00,2024-12-02 23:55:00+08:00,97028.02,97048.0,多,38655077.07,38655077.07,0.02%,-73189.11,38581887.96,正常平仓
参宿,星宿,2024-12-04 00:00:00+08:00,2024-12-04 23:55:00+08:00,95682.54,95742.81,多,38655077.07,30924061.65,0.06%,-45459.89,38609617.17,正常平仓
轸宿,星宿,2024-12-11 00:00:00+00:00,2024-12-11 23:55:00+00:00,96593.0,101125.0,多,38655077.07,57982615.6,4.69%,2594674.64,41249751.71,正常平仓
氐宿,星宿,2024-12-14 00:00:00+08:00,2024-12-14 23:55:00+08:00,99873.16,101625.12,多,41249751.71,32999801.37,1.75%,508743.23,41758494.94,正常平仓
闭,建星,2024-12-15 00:00:00+08:00,2024-12-15 23:55:00+08:00,101625.12,102704.01,多,41758494.94,41758494.94,1.06%,355008.04,42113502.98,正常平仓
尾宿,星宿,2024-12-17 00:00:00+00:00,2024-12-17 23:55:00+00:00,106058.65,106133.74,多,42113502.98,33690802.38,0.07%,-46899.53,42066603.45,正常平仓
闭,建星,2024-12-27 00:00:00+08:00,2024-12-27 23:55:00+08:00,96042.89,94573.75,多,42113502.98,42113502.98,-1.53%,-731628.55,41381874.43,正常平仓
毕宿,星宿,2024-12-30 00:00:00+08:00,2024-12-30 23:55:00+08:00,94511.11,92130.21,多,42113502.98,54747553.87,-2.52%,-1492034.28,40621468.7,正常平仓
参宿,星宿,2025-01-01 00:00:00+08:00,2025-01-01 23:55:00+08:00,95412.0,94432.94,多,42113502.98,33690802.38,-1.03%,-415913.34,41697589.64,正常平仓
轸宿,星宿,2025-01-08 00:00:00+00:00,2025-01-08 23:55:00+00:00,96954.6,95060.61,多,42113502.98,63170254.47,-1.95%,-1364763.72,40748739.26,正常平仓
闭,建星,2025-01-09 00:00:00+08:00,2025-01-09 23:55:00+08:00,95493.77,94244.02,多,42113502.98,42113502.98,-1.31%,-638719.66,41474783.32,正常平仓
氐宿,星宿,2025-01-11 00:00:00+08:00,2025-01-11 23:55:00+08:00,93730.93,94410.26,多,42113502.98,33690802.38,0.72%,173096.48,42286599.46,正常平仓
尾宿,星宿,2025-01-14 00:00:00+00:00,2025-01-14 23:55:00+00:00,94536.11,96560.86,多,42286599.46,33829279.56,2.14%,652453.01,42939052.46,正常平仓
闭,建星,2025-01-21 00:00:00+08:00,2025-01-21 23:55:00+08:00,104957.99,103943.0,多,42939052.46,42939052.46,-0.97%,-504746.2,42434306.26,正常平仓
毕宿,星宿,2025-01-27 00:00:00+08:00,2025-01-27 23:55:00+08:00,104967.02,101112.03,多,42939052.46,55820768.2,-3.67%,-2164153.01,40774899.45,正常平仓
参宿,星宿,2025-01-29 00:00:00+08:00,2025-01-29 23:55:00+08:00,102777.99,101980.78,多,42939052.46,34351241.97,-0.78%,-338153.46,42600899.0,正常平仓
闭,建星,2025-02-02 00:00:00+08:00,2025-02-02 23:55:00+08:00,102073.89,99346.87,多,42939052.46,42939052.46,-2.67%,-1235575.09,41703477.38,正常平仓
轸宿,星宿,2025-02-05 00:00:00+00:00,2025-02-05 23:55:00+00:00,97763.14,96612.43,多,42939052.46,64408578.69,-1.18%,-892171.13,42046881.33,正常平仓
氐宿,星宿,2025-02-08 00:00:00+08:00,2025-02-08 23:55:00+08:00,98283.98,95843.74,多,42939052.46,34351241.97,-2.48%,-923713.28,42015339.18,正常平仓
尾宿,星宿,2025-02-11 00:00:00+00:00,2025-02-11 23:55:00+00:00,97430.82,95778.2,多,42939052.46,34351241.97,-1.70%,-653895.07,42285157.39,正常平仓
闭,建星,2025-02-15 00:00:00+08:00,2025-02-15 23:55:00+08:00,96924.57,97633.22,多,42939052.46,42939052.46,0.73%,223342.99,43162395.45,正常平仓
毕宿,星宿,2025-02-24 00:00:00+08:00,2025-02-24 23:55:00+08:00,95436.19,94323.95,多,43162395.45,56111114.09,-1.17%,-770731.6,42391663.86,正常平仓
参宿,星宿,2025-02-26 00:00:00+08:00,2025-02-26 23:55:00+08:00,87231.63,87567.53,多,43162395.45,34529916.36,0.39%,60285.6,43222681.05,正常平仓
闭,建星,2025-02-27 00:00:00+08:00,2025-02-27 23:55:00+08:00,87567.53,85500.84,多,43222681.05,43222681.05,-2.36%,-1109298.1,42113382.96,正常平仓
轸宿,星宿,2025-03-05 00:00:00+00:00,2025-03-05 23:55:00+00:00,87281.98,90606.01,多,43222681.05,64834021.58,3.81%,2329338.44,45552019.49,正常平仓
氐宿,星宿,2025-03-08 00:00:00+08:00,2025-03-08 23:55:00+08:00,88457.99,86400.0,多,45552019.49,36441615.59,-2.33%,-923040.4,44628979.1,正常平仓
尾宿,星宿,2025-03-11 00:00:00+00:00,2025-03-11 18:45:00+00:00,78595.86,83058.26,多,45552019.49,36441615.59,5.68%,1989435.94,47541455.44,止盈平仓
闭,建星,2025-03-12 00:00:00+08:00,2025-03-12 23:55:00+08:00,81232.23,81738.97,多,47541455.44,47541455.44,0.62%,196337.31,47737792.75,正常平仓
毕宿,星宿,2025-03-24 00:00:00+08:00,2025-03-24 23:55:00+08:00,85189.41,88350.01,多,47737792.75,62059130.57,3.71%,2168733.33,49906526.08,正常平仓
闭,建星,2025-03-24 00:00:00+08:00,2025-03-24 23:55:00+08:00,85189.41,88350.01,多,49906526.08,49906526.08,3.71%,1744045.48,51650571.56,正常平仓
参宿,星宿,2025-03-26 00:00:00+08:00,2025-03-26 23:55:00+08:00,87774.37,86752.52,多,51650571.56,41320457.25,-1.16%,-567054.29,51083517.27,正常平仓
轸宿,星宿,2025-04-02 00:00:00+00:00,2025-04-02 23:55:00+00:00,85158.35,82516.29,多,51650571.56,77475857.34,-3.10%,-2562727.37,49087844.19,正常平仓
氐宿,星宿,2025-04-05 00:00:00+08:00,2025-04-05 23:55:00+08:00,82860.0,82618.26,多,51650571.56,41320457.25,-0.29%,-207101.37,51443470.19,正常平仓
闭,建星,2025-04-06 00:00:00+08:00,2025-04-06 23:55:00+08:00,82618.25,82548.36,多,51650571.56,51650571.56,-0.08%,-152042.31,51498529.25,正常平仓
尾宿,星宿,2025-04-08 00:00:00+00:00,2025-04-08 23:55:00+00:00,79163.24,76322.42,多,51650571.56,41320457.25,-3.59%,-1567318.14,50083253.42,正常平仓
闭,建星,2025-04-18 00:00:00+08:00,2025-04-18 23:55:00+08:00,84531.72,84374.59,多,51650571.56,51650571.56,-0.19%,-204280.23,51446291.33,正常平仓
毕宿,星宿,2025-04-21 00:00:00+08:00,2025-04-21 23:55:00+08:00,84344.65,88044.8,多,51650571.56,67145743.03,4.39%,2800289.63,54450861.19,正常平仓
参宿,星宿,2025-04-23 00:00:00+08:00,2025-04-23 23:55:00+08:00,90934.61,93195.28,多,54450861.19,43560688.96,2.49%,989878.55,55440739.74,正常平仓
闭,建星,2025-04-30 00:00:00+08:00,2025-04-30 23:55:00+08:00,94843.1,94004.63,多,55440739.74,55440739.74,-0.88%,-605764.89,54834974.85,正常平仓
轸宿,星宿,2025-04-30 00:00:00+00:00,2025-04-30 23:55:00+00:00,94256.82,94172.0,多,55440739.74,83161109.62,-0.09%,-249278.2,55191461.54,正常平仓
氐宿,星宿,2025-05-03 00:00:00+08:00,2025-05-03 23:55:00+08:00,97330.19,96418.68,多,55440739.74,44352591.8,-0.94%,-507841.32,54932898.43,正常平仓
尾宿,星宿,2025-05-06 00:00:00+00:00,2025-05-06 23:55:00+00:00,94733.68,96834.02,多,55440739.74,44352591.8,2.22%,888770.98,56329510.72,正常平仓
闭,建星,2025-05-13 00:00:00+08:00,2025-05-13 23:55:00+08:00,102527.27,103682.55,多,56329510.72,56329510.72,1.13%,515535.3,56845046.02,正常平仓
毕宿,星宿,2025-05-19 00:00:00+08:00,2025-05-19 23:55:00+08:00,105518.0,104786.41,多,56845046.02,73898559.83,-0.69%,-666707.4,56178338.62,正常平仓
参宿,星宿,2025-05-21 00:00:00+08:00,2025-05-21 23:55:00+08:00,105333.67,108973.35,多,56845046.02,45476036.82,3.46%,1473560.79,58318606.81,正常平仓
闭,建星,2025-05-25 00:00:00+08:00,2025-05-25 23:55:00+08:00,108929.71,106967.97,多,58318606.81,58318606.81,-1.80%,-1171109.52,57147497.29,正常平仓
轸宿,星宿,2025-05-28 00:00:00+00:00,2025-05-28 23:55:00+00:00,108938.17,107781.78,多,58318606.81,87477910.22,-1.06%,-1110811.34,57207795.48,正常平仓
氐宿,星宿,2025-05-31 00:00:00+08:00,2025-05-31 23:55:00+08:00,105543.0,104556.08,多,58318606.81,46654885.45,-0.94%,-533538.93,57785067.88,正常平仓
尾宿,星宿,2025-06-03 00:00:00+00:00,2025-06-03 23:55:00+00:00,105858.0,105376.89,多,58318606.81,46654885.45,-0.45%,-309650.8,58008956.02,正常平仓
闭,建星,2025-06-07 00:00:00+08:00,2025-06-07 23:55:00+08:00,105092.28,105558.11,多,58318606.81,58318606.81,0.44%,135703.64,58454310.46,正常平仓
毕宿,星宿,2025-06-16 00:00:00+08:00,2025-06-16 23:55:00+08:00,105563.99,107424.96,多,58454310.46,75990603.59,1.76%,1178113.28,59632423.74,正常平仓
参宿,星宿,2025-06-18 00:00:00+08:00,2025-06-18 23:55:00+08:00,104241.62,104801.01,多,59632423.74,47705938.99,0.54%,155485.01,59787908.75,正常平仓
闭,建星,2025-06-19 00:00:00+08:00,2025-06-19 23:55:00+08:00,104801.01,104096.93,多,59787908.75,59787908.75,-0.67%,-526563.21,59261345.54,正常平仓
轸宿,星宿,2025-06-25 00:00:00+00:00,2025-06-25 23:55:00+00:00,106083.0,107340.58,多,59787908.75,89681863.13,1.19%,873313.84,60661222.59,正常平仓
氐宿,星宿,2025-06-28 00:00:00+08:00,2025-06-28 23:55:00+08:00,107308.25,107449.28,多,60661222.59,48528978.07,0.13%,-38178.69,60623043.9,正常平仓
闭,建星,2025-07-01 00:00:00+08:00,2025-07-01 23:55:00+08:00,107580.47,105955.18,多,60661222.59,60661222.59,-1.51%,-1042403.78,59618818.81,正常平仓
尾宿,星宿,2025-07-01 00:00:00+00:00,2025-07-01 23:55:00+00:00,107146.51,105681.14,多,60661222.59,48528978.07,-1.37%,-764565.32,59896657.27,正常平仓
毕宿,星宿,2025-07-14 00:00:00+08:00,2025-07-14 23:55:00+08:00,118672.23,119878.23,多,60661222.59,78859589.37,1.02%,634678.61,61295901.2,正常平仓
闭,建星,2025-07-14 00:00:00+08:00,2025-07-14 23:55:00+08:00,118672.23,119878.23,多,61295901.2,61295901.2,1.02%,493322.34,61789223.54,正常平仓
参宿,星宿,2025-07-16 00:00:00+08:00,2025-07-16 23:55:00+08:00,116391.43,119095.76,多,61789223.54,49431378.83,2.32%,1043049.39,62832272.93,正常平仓
轸宿,星宿,2025-07-23 00:00:00+00:00,2025-07-23 23:55:00+00:00,119954.43,118755.99,多,62832272.93,94248409.39,-1.00%,-1138032.42,61694240.51,正常平仓
氐宿,星宿,2025-07-26 00:00:00+08:00,2025-07-26 23:55:00+08:00,115727.07,118130.1,多,62832272.93,50265818.34,2.08%,936678.65,63768951.58,正常平仓
闭,建星,2025-07-26 00:00:00+08:00,2025-07-26 23:55:00+08:00,115727.07,118130.1,多,63768951.58,63768951.58,2.08%,1188302.85,64957254.43,正常平仓
尾宿,星宿,2025-07-29 00:00:00+00:00,2025-07-29 23:55:00+00:00,118062.32,117950.76,多,64957254.43,51965803.54,-0.09%,-158106.41,64799148.02,正常平仓
闭,建星,2025-08-08 00:00:00+08:00,2025-08-08 23:55:00+08:00,116689.8,116207.69,多,64957254.43,64957254.43,-0.41%,-404317.3,64552937.13,正常平仓
毕宿,星宿,2025-08-11 00:00:00+08:00,2025-08-11 23:55:00+08:00,118815.0,120314.4,多,64957254.43,84444430.76,1.26%,886810.2,65844064.63,正常平仓
参宿,星宿,2025-08-13 00:00:00+08:00,2025-08-13 23:55:00+08:00,119933.0,120920.62,多,65844064.63,52675251.7,0.82%,322552.69,66166617.32,正常平仓
闭,建星,2025-08-20 00:00:00+08:00,2025-08-20 23:55:00+08:00,113786.39,113353.94,多,66166617.32,66166617.32,-0.38%,-389975.85,65776641.47,正常平仓
轸宿,星宿,2025-08-20 00:00:00+00:00,2025-08-20 23:55:00+00:00,112872.95,114271.24,多,66166617.32,99249925.98,1.24%,1019356.87,67185974.19,正常平仓
氐宿,星宿,2025-08-23 00:00:00+08:00,2025-08-23 23:55:00+08:00,116370.75,114812.87,多,67185974.19,53748779.35,-1.34%,-831286.46,66354687.73,正常平仓
尾宿,星宿,2025-08-26 00:00:00+00:00,2025-08-26 23:55:00+00:00,110111.98,111763.22,多,67185974.19,53748779.35,1.50%,691990.13,67877964.32,正常平仓
闭,建星,2025-09-01 00:00:00+08:00,2025-09-01 23:55:00+08:00,108818.69,108784.33,多,67877964.32,67877964.32,-0.03%,-163876.53,67714087.79,正常平仓
毕宿,星宿,2025-09-08 00:00:00+08:00,2025-09-08 23:55:00+08:00,111329.99,112631.75,多,67877964.32,88241353.61,1.17%,845023.75,68722988.07,正常平仓
参宿,星宿,2025-09-10 00:00:00+08:00,2025-09-10 23:55:00+08:00,110880.76,113853.99,多,68722988.07,54978390.46,2.68%,1356617.37,70079605.44,正常平仓
闭,建星,2025-09-14 00:00:00+08:00,2025-09-14 23:55:00+08:00,115768.68,115224.01,多,70079605.44,70079605.44,-0.47%,-476314.33,69603291.11,正常平仓
轸宿,星宿,2025-09-17 00:00:00+00:00,2025-09-17 23:55:00+00:00,116788.96,116447.59,多,70079605.44,105119408.16,-0.29%,-527445.42,69552160.02,正常平仓
氐宿,星宿,2025-09-20 00:00:00+08:00,2025-09-20 23:55:00+08:00,115884.03,115986.69,多,70079605.44,56063684.35,0.09%,-68086.14,70011519.3,正常平仓
